data_base,porte,carteira_ativa,carteira_inadimplida_arrastada,ticket
2015-02-01,PF - Até 1 salário mínimo                    ,32867999661.079998,502786050.12,96056.7748392811
2015-02-01,PF - Indisponível                            ,429497537.67,10262975.65,57673.051128690895
2015-02-01,PF - Mais de 1 a 2 salários mínimos          ,37081476716.409996,810348973.52,44448.223896777126
2015-02-01,PF - Mais de 10 a 20 salários mínimos        ,84117104842.69,1021020730.34,120892.12428571189
2015-02-01,PF - Mais de 2 a 3 salários mínimos          ,58859348322.130005,1358555270.3,47990.32149086206
2015-02-01,PF - Mais de 3 a 5 salários mínimos          ,59220994783.4,1093968789.7,54714.358359889215
2015-02-01,PF - Mais de 5 a 10 salários mínimos         ,85503055618.76001,1288292810.29,77253.32849476955
2015-02-01,PF - Sem rendimento                          ,1078163147.58,28424812.5,119891.4305840355
2015-03-01,PF - Acima de 20 salários mínimos            ,73854534504.88,1056343947.26,242229.7834747261
2015-03-01,PF - Até 1 salário mínimo                    ,35897586006.78,499430435.38,100324.4793153137
2015-03-01,PF - Indisponível                            ,425132067.91,10823718.58,57469.12540823578
2015-03-01,PF - Mais de 1 a 2 salários mínimos          ,37934701758.9,743185691.4399999,45237.6211719661
2015-03-01,PF - Mais de 10 a 20 salários mínimos        ,84790628923.55,1017113814.83,121668.97402151162
2015-03-01,PF - Mais de 2 a 3 salários mínimos          ,59889272456.46,1281456290.31,48905.39687009584
2015-03-01,PF - Mais de 3 a 5 salários mínimos          ,59874079067.87,1013250175.9399999,55755.58433701902
2015-03-01,PF - Mais de 5 a 10 salários mínimos         ,86375562062.06999,1228393982.3,77458.30110887493
2015-03-01,PF - Sem rendimento                          ,975235096.03,29652323.44,116483.45840272304
2015-04-01,PF - Acima de 20 salários mínimos            ,76400414337.12,1110959757.22,249312.5757687542
2015-04-01,PF - Até 1 salário mínimo                    ,23190249036.18,548889778.1800001,81488.68784243515
2015-04-01,PF - Indisponível                            ,421878900.7,10709370.07,57794.97156522234
2015-04-01,PF - Mais de 1 a 2 salários mínimos          ,39617409405.56,917084159.5699999,41669.50805108432
2015-04-01,PF - Mais de 10 a 20 salários mínimos        ,88716799218.81,1033760656.13,122792.02830838964
2015-04-01,PF - Mais de 2 a 3 salários mínimos          ,64767864641.07,1485250755.21,47645.12422066335
2015-04-01,PF - Mais de 3 a 5 salários mínimos          ,63371611016.06,1109063707.64,55650.34292547106
2015-04-01,PF - Mais de 5 a 10 salários mínimos         ,90555490185.12,1308722981.59,77358.80604514194
2015-04-01,PF - Sem rendimento                          ,983506309.07,32091095.77,116276.45315532881
2015-05-01,PF - Acima de 20 salários mínimos            ,78496817418.81,1179858362.1,247633.71563364496
2015-05-01,PF - Até 1 salário mínimo                    ,20924103803.53,554894685.96,76895.27986893772
2015-05-01,PF - Indisponível                            ,418807035.22,10922480.56,57867.465840180266
2015-05-01,PF - Mais de 1 a 2 salários mínimos          ,39703054530.69,927951051.51,41700.14690899526
2015-05-01,PF - Mais de 10 a 20 salários mínimos        ,90484568421.8,1081224458.1100001,123003.60644972773
2015-05-01,PF - Mais de 2 a 3 salários mínimos          ,65958016980.34,1563011679.3500001,47121.87957606492
2015-05-01,PF - Mais de 3 a 5 salários mínimos          ,64428537984.37,1171774280.04,55484.9847798805
2015-05-01,PF - Mais de 5 a 10 salários mínimos         ,92040837820.35,1402115634.55,77098.15078065782
2015-05-01,PF - Sem rendimento                          ,998453145.8199999,31240300.009999998,116529.37920139385
2015-06-01,PF - Acima de 20 salários mínimos            ,79298063976.6,1112911760.87,249168.60702985027
2015-06-01,PF - Até 1 salário mínimo                    ,22381447753.9,489175872.63,77354.55373562675
2015-06-01,PF - Indisponível                            ,413863916.46999997,9810937.76,58522.065098457606
2015-06-01,PF - Mais de 1 a 2 salários mínimos          ,40286012996.5,809521775.23,42033.37041842503
2015-06-01,PF - Mais de 10 a 20 salários mínimos        ,91018023240.37,1016686771.14,123281.69549209056
2015-06-01,PF - Mais de 2 a 3 salários mínimos          ,66950884374.4,1371563816.28,46958.80273988443
2015-06-01,PF - Mais de 3 a 5 salários mínimos          ,64963074289.29,1015793361.0,55127.89463274731
2015-06-01,PF - Mais de 5 a 10 salários mínimos         ,92605583709.02,1269791302.75,77228.09515933246
2015-06-01,PF - Sem rendimento                          ,1036499668.45,32581367.15,115744.5718199134
2015-07-01,PF - Acima de 20 salários mínimos            ,75182019797.63,1100110273.29,250627.8644415555
2015-07-01,PF - Até 1 salário mínimo                    ,25839991318.92,610153663.3100001,80685.91175325906
2015-07-01,PF - Indisponível                            ,411519986.2,8756291.73,58342.47961278184
2015-07-01,PF - Mais de 1 a 2 salários mínimos          ,45919973741.27,952422990.85,41194.65763811621
2015-07-01,PF - Mais de 10 a 20 salários mínimos        ,90027822163.9,1117403163.52,126509.19546160051
2015-07-01,PF - Mais de 2 a 3 salários mínimos          ,68534748137.810005,1413220832.86,46782.035561229044
2015-07-01,PF - Mais de 3 a 5 salários mínimos          ,62776010108.020004,982764107.19,56004.78953885321
2015-07-01,PF - Mais de 5 a 10 salários mínimos         ,93574835946.1,1320722530.04,78304.00256909562
2015-07-01,PF - Sem rendimento                          ,2576918199.58,36683968.57,112639.46374978311
2015-08-01,PF - Acima de 20 salários mínimos            ,81448326191.63,1259876028.74,250878.85237104623
2015-08-01,PF - Até 1 salário mínimo                    ,25667967843.32,545757717.23,83340.63341276764
2015-08-01,PF - Indisponível                            ,407238432.51,9880773.42,58808.400541253584
2015-08-01,PF - Mais de 1 a 2 salários mínimos          ,40101797028.38,832059991.34,40623.63219145766
2015-08-01,PF - Mais de 10 a 20 salários mínimos        ,92612748281.28,1139506775.31,123764.33200658977
2015-08-01,PF - Mais de 2 a 3 salários mínimos          ,67869450713.35,1438444959.8999999,46580.38116638174
2015-08-01,PF - Mais de 3 a 5 salários mínimos          ,66679934241.56,1077957283.41,55188.085405976715
2015-08-01,PF - Mais de 5 a 10 salários mínimos         ,93679570477.46,1351376300.0,77737.5711316594
2015-08-01,PF - Sem rendimento                          ,1603200265.47,35124635.51,121062.43507134852
2015-09-01,PF - Acima de 20 salários mínimos            ,82209753496.25,1323117133.68,251270.00587293302
2015-09-01,PF - Até 1 salário mínimo                    ,27784732937.54,541253955.34,84522.94293328685
2015-09-01,PF - Indisponível                            ,406406078.36,8721898.3,58679.09763579897
2015-09-01,PF - Mais de 1 a 2 salários mínimos          ,40306799948.45,802962104.29,40631.735966369626
2015-09-01,PF - Mais de 10 a 20 salários mínimos        ,92502251771.62,1168053427.47,123860.60703511088
2015-09-01,PF - Mais de 2 a 3 salários mínimos          ,68497695067.31,1405370254.51,46742.82983840803
2015-09-01,PF - Mais de 3 a 5 salários mínimos          ,66869828893.04,1063521889.73,55405.550052627295
2015-09-01,PF - Mais de 5 a 10 salários mínimos         ,93640810020.12,1367052652.45,78228.0544086841
2015-09-01,PF - Sem rendimento                          ,2248360163.2599998,37978126.53,117088.79191631114
2015-10-01,PF - Acima de 20 salários mínimos            ,82827082343.47,1505525422.13,251001.45068611833
2015-10-01,PF - Até 1 salário mínimo                    ,28556605326.91,640174345.61,84878.1371750289
2015-10-01,PF - Indisponível                            ,403990805.21,9227602.33,58991.18542558053
2015-10-01,PF - Mais de 1 a 2 salários mínimos          ,41257703089.05,959409390.94,41200.996828826865
2015-10-01,PF - Mais de 10 a 20 salários mínimos        ,93011993338.61,1346438797.96,124343.8127153659
2015-10-01,PF - Mais de 2 a 3 salários mínimos          ,69539929637.51,1683061627.65,46898.99518955392
2015-10-01,PF - Mais de 3 a 5 salários mínimos          ,67442061662.65,1293626263.83,55633.48754822985
2015-10-01,PF - Mais de 5 a 10 salários mínimos         ,94187101071.46,1609053322.83,78231.76483366986
2015-10-01,PF - Sem rendimento                          ,1858253739.53,34263087.46,120441.99260560618
2015-11-01,PF - Acima de 20 salários mínimos            ,82936092570.43,1586369460.96,250210.15196034947
2015-11-01,PF - Até 1 salário mínimo                    ,30683955133.73,648417636.4,86711.51408905684
2015-11-01,PF - Indisponível                            ,369526117.01,10226262.93,60179.97405238429
2015-11-01,PF - Mais de 1 a 2 salários mínimos          ,41470000729.75,987034880.83,41041.93631071151
2015-11-01,PF - Mais de 10 a 20 salários mínimos        ,93253362535.58,1386783874.73,126329.93896503186
2015-11-01,PF - Mais de 2 a 3 salários mínimos          ,69999355818.05,1744542370.52,47184.06398620738
2015-11-01,PF - Mais de 3 a 5 salários mínimos          ,67650922776.909996,1352573587.52,56301.00448193811
2015-11-01,PF - Mais de 5 a 10 salários mínimos         ,94386858230.36,1691471181.2,79044.98633626656
2015-11-01,PF - Sem rendimento                          ,2118631526.11,36857557.86,119626.18345873682
2015-12-01,PF - Acima de 20 salários mínimos            ,83536555296.55,1381961486.8,249624.81605180432
2015-12-01,PF - Até 1 salário mínimo                    ,33505512682.43,593012581.53,86168.07455618294
2015-12-01,PF - Indisponível                            ,366130968.74,12325664.95,59960.761806051945
2015-12-01,PF - Mais de 1 a 2 salários mínimos          ,41727091293.27,895420536.99,40868.86401324013
2015-12-01,PF - Mais de 10 a 20 salários mínimos        ,93579782641.8,1180664868.36,126507.10840590544
2015-12-01,PF - Mais de 2 a 3 salários mínimos          ,70525617026.66,1605604268.04,47244.475525390044
2015-12-01,PF - Mais de 3 a 5 salários mínimos          ,67806883530.78,1233741623.1200001,56410.41585393835
2015-12-01,PF - Mais de 5 a 10 salários mínimos         ,94560234455.16,1546309914.44,79164.05008882724
2015-12-01,PF - Sem rendimento                          ,2764711257.7400002,36413781.63,113708.17721909015
2016-01-01,PF - Acima de 20 salários mínimos            ,79410901653.13,1417344637.65,253945.56535017965
2016-01-01,PF - Até 1 salário mínimo                    ,35430714666.46,630395499.78,82704.5305679938
2016-01-01,PF - Indisponível                            ,363033191.57,12425533.0,61902.09579848801
2016-01-01,PF - Mais de 1 a 2 salários mínimos          ,46636760096.08,1073543310.71,46141.62831492122
2016-01-01,PF - Mais de 10 a 20 salários mínimos        ,93563709711.56,1266749142.96,131877.0329805773
2016-01-01,PF - Mais de 2 a 3 salários mínimos          ,68347207963.939995,1574478747.61,53148.21356876703
2016-01-01,PF - Mais de 3 a 5 salários mínimos          ,69530495260.4,1330940112.41,62460.121531859404
2016-01-01,PF - Mais de 5 a 10 salários mínimos         ,96354648023.73,1638339480.61,86006.85629566184
2016-01-01,PF - Sem rendimento                          ,1589696458.99,36836097.59,111659.17157160527
2016-02-01,PF - Acima de 20 salários mínimos            ,77945514762.53,1498818475.98,251348.4515426345
2016-02-01,PF - Até 1 salário mínimo                    ,37253428387.83,676018107.25,82945.3110945963
2016-02-01,PF - Mais de 1 a 2 salários mínimos          ,46650912560.0,1106357814.46,45720.83794223387
2016-02-01,PF - Mais de 10 a 20 salários mínimos        ,93772445263.47,1387382928.48,131653.43987824506
2016-02-01,PF - Mais de 2 a 3 salários mínimos          ,68493474891.57,1620116282.8600001,52623.93924675814
2016-02-01,PF - Mais de 3 a 5 salários mínimos          ,69743196369.26,1363554819.95,61678.079689006925
2016-02-01,PF - Mais de 5 a 10 salários mínimos         ,96615510221.79,1716600696.21,85417.49843026506
2016-02-01,PF - Sem rendimento                          ,3514968438.29,45730031.0,108140.9761796468
2016-03-01,PF - Acima de 20 salários mínimos            ,77765183238.3,1430637310.56,251336.28566412764
2016-03-01,PF - Até 1 salário mínimo                    ,39718359624.56,644534383.08,84511.24894237368
2016-03-01,PF - Mais de 1 a 2 salários mínimos          ,46901877773.18,1067925386.79,45827.64063372547
2016-03-01,PF - Mais de 10 a 20 salários mínimos        ,94180554602.25,1362477157.11,131742.6577153632
2016-03-01,PF - Mais de 2 a 3 salários mínimos          ,68778954101.96,1541654609.24,53021.64373902766
2016-03-01,PF - Mais de 3 a 5 salários mínimos          ,69823932954.25,1310825152.78,62015.25493210675
2016-03-01,PF - Mais de 5 a 10 salários mínimos         ,96969128352.06999,1646885963.09,85502.67882680915
2016-03-01,PF - Sem rendimento                          ,4266257248.11,50809059.410000004,110317.07723527082
2016-04-01,PF - Acima de 20 salários mínimos            ,68895924551.63,1330872136.45,257212.3378981362
2016-04-01,PF - Até 1 salário mínimo                    ,20851772987.17,525494052.28999996,59859.54252797405
2016-04-01,PF - Mais de 1 a 2 salários mínimos          ,72028500268.44,1647642478.13,47031.80005260783
2016-04-01,PF - Mais de 10 a 20 salários mínimos        ,90565449381.87,1397309487.31,138582.93191199112
2016-04-01,PF - Mais de 2 a 3 salários mínimos          ,72843433843.27,1511781912.02,55241.71685532231
2016-04-01,PF - Mais de 3 a 5 salários mínimos          ,69495200725.76,1238973812.22,64471.200404538315
2016-04-01,PF - Mais de 5 a 10 salários mínimos         ,101277259259.45,1687042719.79,89083.26314358997
2016-04-01,PF - Sem rendimento                          ,2943209269.45,52829915.67,105816.41884699075
2016-05-01,PF - Acima de 20 salários mínimos            ,69012527464.01,1307825642.86,257097.2722030028
2016-05-01,PF - Até 1 salário mínimo                    ,20839869004.93,526103994.86,59799.816034495234
2016-05-01,PF - Mais de 1 a 2 salários mínimos          ,72165762552.03,1652434161.32,47149.0352302302
2016-05-01,PF - Mais de 10 a 20 salários mínimos        ,90515244335.37,1409745464.84,138922.35398906918
2016-05-01,PF - Mais de 2 a 3 salários mínimos          ,75740659362.12,1491989245.83,57027.11452983238
2016-05-01,PF - Mais de 3 a 5 salários mínimos          ,69397318593.96,1229078571.32,64922.70863004682
2016-05-01,PF - Mais de 5 a 10 salários mínimos         ,101145039518.96,1708849628.63,89181.92802806557
2016-05-01,PF - Sem rendimento                          ,3521349117.77,49076620.97,109503.36829019095
2016-06-01,PF - Acima de 20 salários mínimos            ,69158378631.96,1069110088.62,259678.95206860598
2016-06-01,PF - Até 1 salário mínimo                    ,28006002192.06,408209494.81,64002.064565127694
2016-06-01,PF - Mais de 1 a 2 salários mínimos          ,72662157877.51,1279761761.3799999,46151.21497944339
2016-06-01,PF - Mais de 10 a 20 salários mínimos        ,90557174785.24,1179308259.86,139198.437453838
2016-06-01,PF - Mais de 2 a 3 salários mínimos          ,73459663957.22,1169931811.18,55474.40452695776
2016-06-01,PF - Mais de 3 a 5 salários mínimos          ,69529495374.92,961907886.49,65216.08660144571
2016-06-01,PF - Mais de 5 a 10 salários mínimos         ,101237395005.7,1378304513.32,89740.96591984127
2016-06-01,PF - Sem rendimento                          ,2009663122.3999999,36422912.6,127156.99284896022
2016-07-01,PF - Acima de 20 salários mínimos            ,68739483883.83,1097197458.03,258329.59897013986
2016-07-01,PF - Até 1 salário mínimo                    ,27666692103.5,447311173.4,64602.112849776386
2016-07-01,PF - Mais de 1 a 2 salários mínimos          ,73080438837.5,1367723040.07,46514.31283294134
2016-07-01,PF - Mais de 10 a 20 salários mínimos        ,90655639812.06999,1221129873.46,140485.0038314012
2016-07-01,PF - Mais de 2 a 3 salários mínimos          ,74250408912.28,1261417719.89,56013.56660229332
2016-07-01,PF - Mais de 3 a 5 salários mínimos          ,70643367689.6,1065917763.47,66338.60195688368
2016-07-01,PF - Mais de 5 a 10 salários mínimos         ,101874844333.33,1493213050.44,90222.39021429088
2016-07-01,PF - Sem rendimento                          ,3944163566.44,53057104.32,131003.09039827067
2016-08-01,PF - Acima de 20 salários mínimos            ,70740679950.2,1177667933.87,259362.60487570424
2016-08-01,PF - Até 1 salário mínimo                    ,30752736930.66,450607424.92,69426.20520872912
2016-08-01,PF - Mais de 1 a 2 salários mínimos          ,73080986576.22,1352933164.32,46562.848278036494
2016-08-01,PF - Mais de 10 a 20 salários mínimos        ,91867777124.64,1243479997.0,141556.075887192
2016-08-01,PF - Mais de 2 a 3 salários mínimos          ,74826824312.45,1269323016.41,55852.35605528454
2016-08-01,PF - Mais de 3 a 5 salários mínimos          ,71050745602.68,1065189357.7,67124.89018439941
2016-08-01,PF - Mais de 5 a 10 salários mínimos         ,102892123267.56,1499517532.54,90997.13649736572
2016-08-01,PF - Sem rendimento                          ,278254909.78,13357789.48,98721.09506400561
2016-09-01,PF - Acima de 20 salários mínimos            ,71079997973.99,1191104968.73,259263.74602544453
2016-09-01,PF - Até 1 salário mínimo                    ,31029407608.87,507562581.76,70306.34250806685
2016-09-01,PF - Mais de 1 a 2 salários mínimos          ,73251656809.82,1523235633.21,46985.93006982534
2016-09-01,PF - Mais de 10 a 20 salários mínimos        ,91994834005.01,1283118237.84,140810.90724489483
2016-09-01,PF - Mais de 2 a 3 salários mínimos          ,77046965969.51,1416561542.71,58711.08472766139
2016-09-01,PF - Mais de 3 a 5 salários mínimos          ,71115181698.42,1145710406.21,66765.67766169991
2016-09-01,PF - Mais de 5 a 10 salários mínimos         ,103029932818.46,1585395650.2,91268.06956888761
2016-09-01,PF - Sem rendimento                          ,625524278.71,16567037.84,97488.25602513633
2016-10-01,PF - Acima de 20 salários mínimos            ,70464516412.19,1240407000.73,254857.7102018456
2016-10-01,PF - Até 1 salário mínimo                    ,35439769046.82,521180765.77,70391.69434784866
2016-10-01,PF - Mais de 1 a 2 salários mínimos          ,73104767979.5,1594475405.32,46757.43845413786
2016-10-01,PF - Mais de 10 a 20 salários mínimos        ,90230119960.59,1333559619.16,140228.27680674757
2016-10-01,PF - Mais de 2 a 3 salários mínimos          ,74942350997.18001,1481698948.95,55474.60896052336
2016-10-01,PF - Mais de 3 a 5 salários mínimos          ,70370155985.71,1183548059.4,66343.67848360522
2016-10-01,PF - Mais de 5 a 10 salários mínimos         ,100919071105.39,1648266541.81,90460.17915924321
2016-10-01,PF - Sem rendimento                          ,278190254.98,16193608.08,96252.01696366546
2016-11-01,PF - Acima de 20 salários mínimos            ,70195056622.93,1202016931.6,254449.77476191227
2016-11-01,PF - Até 1 salário mínimo                    ,39044998754.77,516319640.62,74231.85729511734
2016-11-01,PF - Mais de 1 a 2 salários mínimos          ,73313178236.25,1540715332.24,45035.4786049806
2016-11-01,PF - Mais de 10 a 20 salários mínimos        ,90678910661.85,1314782358.65,140225.45801032332
2016-11-01,PF - Mais de 2 a 3 salários mínimos          ,75118646265.01,1431904409.04,54522.764815849725
2016-11-01,PF - Mais de 3 a 5 salários mínimos          ,70408835211.14,1138847899.01,65717.93510618217
2016-11-01,PF - Mais de 5 a 10 salários mínimos         ,100874651247.2,1609568457.09,90386.74441652361
2016-11-01,PF - Sem rendimento                          ,316593926.89,16540685.35,83781.10401405631
2016-12-01,PF - Acima de 20 salários mínimos            ,70033513328.95,1067213077.17,253708.6483240569
2016-12-01,PF - Até 1 salário mínimo                    ,29172222002.010002,438188118.09,64851.34711938135
2016-12-01,PF - Mais de 1 a 2 salários mínimos          ,73895360400.94,1271141674.59,44993.15908879817
2016-12-01,PF - Mais de 10 a 20 salários mínimos        ,90403154037.65,1135297161.34,140165.06318418455
2016-12-01,PF - Mais de 2 a 3 salários mínimos          ,75403281193.18001,1176472375.07,53482.99889100928
2016-12-01,PF - Mais de 3 a 5 salários mínimos          ,70476732164.70999,931503887.31,65754.71983295812
2016-12-01,PF - Mais de 5 a 10 salários mínimos         ,100786067178.17,1368217838.85,90763.54047143248
2016-12-01,PF - Sem rendimento                          ,15472385522.02,23029542.27,110055.75918862934
2017-01-01,PF - Acima de 20 salários mínimos            ,67619286654.71,1125140261.03,257276.49847363838
2017-01-01,PF - Até 1 salário mínimo                    ,47218742054.99,502084048.71,60912.68614857469
2017-01-01,PF - Mais de 1 a 2 salários mínimos          ,77136640329.79,1504941483.41,41585.113618954194
2017-01-01,PF - Mais de 10 a 20 salários mínimos        ,89702093332.32,1220965147.66,143858.80267839317
2017-01-01,PF - Mais de 2 a 3 salários mínimos          ,73419828510.65,1214768768.56,51189.08660515025
2017-01-01,PF - Mais de 3 a 5 salários mínimos          ,70941018709.06,1022595263.83,64985.81255740788
2017-01-01,PF - Mais de 5 a 10 salários mínimos         ,101852583812.33,1464083299.5,92550.12938431928
2017-01-01,PF - Sem rendimento                          ,427672924.04,17166420.27,67764.26255405092
2017-02-01,PF - Acima de 20 salários mínimos            ,64878779134.18,1186349621.17,257623.49074343615
2017-02-01,PF - Até 1 salário mínimo                    ,53096074500.83,628117299.61,64140.6896425653
2017-02-01,PF - Mais de 1 a 2 salários mínimos          ,85380753589.48,1890165311.41,40847.161673462695
2017-02-01,PF - Mais de 10 a 20 salários mínimos        ,86847820663.08,1292998637.1,146287.62062326228
2017-02-01,PF - Mais de 2 a 3 salários mínimos          ,70127831054.27,1292783752.55,51799.65120539997
2017-02-01,PF - Mais de 3 a 5 salários mínimos          ,70232206864.06,1152301387.07,65820.70897726862
2017-02-01,PF - Mais de 5 a 10 salários mínimos         ,100883451771.87,1622729505.86,92730.58326552599
2017-02-01,PF - Sem rendimento                          ,419211493.98,17269494.75,68722.77695004271
2017-03-01,PF - Acima de 20 salários mínimos            ,68720723892.67,1071747977.21,257802.5140844971
2017-03-01,PF - Até 1 salário mínimo                    ,20838165646.76,504731057.57,39951.53586338786
2017-03-01,PF - Mais de 1 a 2 salários mínimos          ,88072254149.88,2014082749.49,40443.274724834344
2017-03-01,PF - Mais de 10 a 20 salários mínimos        ,90467570881.6,1220072273.24,145436.73626191745
2017-03-01,PF - Mais de 2 a 3 salários mínimos          ,78291092565.38,1384741306.96,51779.24205440458
2017-03-01,PF - Mais de 3 a 5 salários mínimos          ,80344509452.77,1289172337.25,66037.99067036704
2017-03-01,PF - Mais de 5 a 10 salários mínimos         ,107267251838.08,1639157967.8,92907.55831360095
2017-03-01,PF - Sem rendimento                          ,475540257.82,23419484.86,71432.56454649566
2017-04-01,PF - Acima de 20 salários mínimos            ,69052527673.17,1080016044.72,257416.82518145238
2017-04-01,PF - Até 1 salário mínimo                    ,22132348794.25,565711431.03,40322.89841101969
2017-04-01,PF - Mais de 1 a 2 salários mínimos          ,88530451581.76,2249075889.52,40640.76078864229
2017-04-01,PF - Mais de 10 a 20 salários mínimos        ,90416746281.7,1281278658.24,146401.5628419767
2017-04-01,PF - Mais de 2 a 3 salários mínimos          ,78799743478.19,1529678102.45,51915.912933422485
2017-04-01,PF - Mais de 3 a 5 salários mínimos          ,80714272432.11,1423474328.52,66199.20183517244
2017-04-01,PF - Mais de 5 a 10 salários mínimos         ,107485141707.16,1755275240.41,92800.37734578564
2017-04-01,PF - Sem rendimento                          ,512340051.08,27296494.51,72512.35388151476
2017-05-01,PF - Acima de 20 salários mínimos            ,69621798423.21,1048683364.18,256732.33401856216
2017-05-01,PF - Até 1 salário mínimo                    ,24042347560.97,569704724.4,42356.73863651216
2017-05-01,PF - Mais de 1 a 2 salários mínimos          ,88935259100.13,2297750727.72,41037.72280540696
2017-05-01,PF - Mais de 10 a 20 salários mínimos        ,90525667934.1,1311567744.0,145795.80862826784
2017-05-01,PF - Mais de 2 a 3 salários mínimos          ,79020643399.69,1573235633.19,51620.07553689625
2017-05-01,PF - Mais de 3 a 5 salários mínimos          ,80565339431.81,1472641779.22,66432.86093608825
2017-05-01,PF - Mais de 5 a 10 salários mínimos         ,107419126098.95,1786009223.7,92824.76246308438
2017-05-01,PF - Sem rendimento                          ,500409419.49,23039172.12,72066.93576746095
2017-06-01,PF - Acima de 20 salários mínimos            ,67880131368.15,816673824.89,255688.63490307998
2017-06-01,PF - Até 1 salário mínimo                    ,26582480441.02,454629714.9,45678.18168803284
2017-06-01,PF - Mais de 1 a 2 salários mínimos          ,89670135772.98,1831720459.53,40652.944276953276
2017-06-01,PF - Mais de 10 a 20 salários mínimos        ,90034131787.37,1093466420.56,145748.62494018985
2017-06-01,PF - Mais de 2 a 3 salários mínimos          ,78598695526.19,1137122736.89,50801.15303248748
2017-06-01,PF - Mais de 3 a 5 salários mínimos          ,81633574379.92,1138792438.97,64348.274342472105
2017-06-01,PF - Mais de 5 a 10 salários mínimos         ,109852200747.86,1489625407.06,92552.71058557574
2017-06-01,PF - Sem rendimento                          ,297309687.93,6730075.56,88649.96240868233
2017-07-01,PF - Acima de 20 salários mínimos            ,68596817696.13,952139225.6899999,256875.8539755361
2017-07-01,PF - Até 1 salário mínimo                    ,20667715112.670002,525465511.09,41684.07668205587
2017-07-01,PF - Mais de 1 a 2 salários mínimos          ,90759402304.49,2090202916.99,41187.091141487625
2017-07-01,PF - Mais de 10 a 20 salários mínimos        ,91889159000.23,1220696697.5,146029.543890253
2017-07-01,PF - Mais de 2 a 3 salários mínimos          ,81183181236.73,1377003167.55,51334.87886080495
2017-07-01,PF - Mais de 3 a 5 salários mínimos          ,83689459268.92,1334557479.54,64550.51351344055
2017-07-01,PF - Mais de 5 a 10 salários mínimos         ,111385589736.20999,1713979996.53,91949.6793504501
2017-07-01,PF - Sem rendimento                          ,308141588.05,11536258.02,85937.49111603858
2017-08-01,PF - Acima de 20 salários mínimos            ,68756045338.17,903693874.03,255084.78143296685
2017-08-01,PF - Até 1 salário mínimo                    ,22548541232.21,497470140.13,43491.770550952635
2017-08-01,PF - Mais de 1 a 2 salários mínimos          ,91028775463.7,2057552748.23,41154.67276799865
2017-08-01,PF - Mais de 10 a 20 salários mínimos        ,91830288974.02,1161218305.53,145693.41886810612
2017-08-01,PF - Mais de 2 a 3 salários mínimos          ,81795777340.01001,1365998525.31,51462.727495180305
2017-08-01,PF - Mais de 3 a 5 salários mínimos          ,84283786455.86,1318857100.34,64871.22234585999
2017-08-01,PF - Mais de 5 a 10 salários mínimos         ,111471619825.8,1648828286.3899999,91865.23783006011
2017-08-01,PF - Sem rendimento                          ,312356190.8,15318589.19,85408.13432726379
2017-09-01,PF - Acima de 20 salários mínimos            ,68714079112.189995,885764858.8,256440.0981649659
2017-09-01,PF - Até 1 salário mínimo                    ,23980086410.63,488862545.78,46874.972145440246
2017-09-01,PF - Mais de 1 a 2 salários mínimos          ,91416489268.35,2074786847.09,41479.28988268883
2017-09-01,PF - Mais de 10 a 20 salários mínimos        ,91709300308.46,1140408077.08,146994.4484291728
2017-09-01,PF - Mais de 2 a 3 salários mínimos          ,82090544724.01,1342849228.84,51988.54143387555
2017-09-01,PF - Mais de 3 a 5 salários mínimos          ,84531331864.62,1333205038.91,65070.185124947006
2017-09-01,PF - Mais de 5 a 10 salários mínimos         ,111466169802.82,1630361595.21,92151.90271995637
2017-09-01,PF - Sem rendimento                          ,411548821.68,23108530.39,84887.14438836732
2017-10-01,PF - Acima de 20 salários mínimos            ,71893796233.45,904932851.95,250719.66264008702
2017-10-01,PF - Até 1 salário mínimo                    ,19483660636.98,509381982.03000003,44253.36483687166
2017-10-01,PF - Mais de 1 a 2 salários mínimos          ,91431504011.6,2193154087.72,41483.51166684119
2017-10-01,PF - Mais de 10 a 20 salários mínimos        ,90905754778.06999,1114898129.22,144712.2832008695
2017-10-01,PF - Mais de 2 a 3 salários mínimos          ,83368915302.75,1379389794.06,51447.85436191762
2017-10-01,PF - Mais de 3 a 5 salários mínimos          ,86681249517.62,1373650770.91,64999.88275862908
2017-10-01,PF - Mais de 5 a 10 salários mínimos         ,111726130549.6,1600079435.67,90890.75814490886
2017-10-01,PF - Sem rendimento                          ,356100882.48,15094701.19,90514.5825629444
2017-11-01,PF - Acima de 20 salários mínimos            ,71670522851.58,866247942.62,251237.40208099136
2017-11-01,PF - Até 1 salário mínimo                    ,19203370099.89,484447508.26,40513.20608378128
2017-11-01,PF - Mais de 1 a 2 salários mínimos          ,90364326382.41,2117836631.96,41176.15627888944
2017-11-01,PF - Mais de 10 a 20 salários mínimos        ,90967806790.76,1106260558.24,144738.29579569437
2017-11-01,PF - Mais de 2 a 3 salários mínimos          ,85092476446.45,1404515179.86,51525.06976350421
2017-11-01,PF - Mais de 3 a 5 salários mínimos          ,88181439804.48,1372593420.2,65076.68210923528
2017-11-01,PF - Mais de 5 a 10 salários mínimos         ,112409001703.47,1635430771.93,90717.96129998233
2017-11-01,PF - Sem rendimento                          ,355854417.26,16494535.09,89013.55432414556
2017-12-01,PF - Acima de 20 salários mínimos            ,71680855420.87,687973823.49,249264.5197558622
